Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option
CHDY5S8ZRNPGR,Ice Tree,,,$1.89,Fixed,,$0.00,076171102829,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
W0VWYZ9T9AGCC,Icy Hot,,,$5.50,Fixed,,$0.00,041167008836,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
J047QFVG9N3FE,Key Jelly,,,$4.99,Fixed,,$0.00,067981089028,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
YR0GDCBX7C2EA,Liquid Soap,,,$3.29,Fixed,,$0.00,041348004404,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
CD30E7NEHSEVW,Lirio Neutro,,,$2.50,Fixed,,$0.00,012388000978,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
D0ANZMX4CR5DP,Lysol,,,$4.59,Fixed,,$0.00,019200811453,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
PEW8B2WQ7QRN4,Melody Btathroom Tissue,,,$10.99,Fixed,,$0.00,097464902636,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
7AYJVMJ4VQHS4,Men's Travel Kit,,,$11.99,Fixed,,$0.00,094187029770,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
ZD65S0YSQGCDP,Mennen Skin Bracer,,,$5.99,Fixed,,$0.00,02225427,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
42N8WDPX24PRC,Off Deep Wood,,,$8.99,Fixed,,$0.00,046500018428,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
0FRAWN2BDPESY,Off Insect Re,,,$7.99,Fixed,,$0.00,046500018107,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
TWDWCKAQC95E2,Pantene Sampoo,,,$5.99,Fixed,,$0.00,080878004065,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
CBHD4XRCGYJHC,Pine Sol Lemon Fresh,,,$3.99,Fixed,,$0.00,041294401876,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
S10G6ZTDBBWHR,Propane Camping Gas,,,$8.99,Fixed,,$0.00,014045324182,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
X6F03RE2WHR3E,Reynolds Wrap 250sq,,,$14.99,Fixed,,$0.00,01091437,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
S468PVMKYFZKP,Reynolds Wrap Heavy Duty,,,$6.49,Fixed,,$0.00,01092135,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
XF7HV91JSEBCY,Stayfree Maxi,,,$3.99,Fixed,,$0.00,078300070351,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
28V5FG0A2V566,Suave Extra Hold,,,$7.99,Fixed,,$0.00,079400816603,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
J1J4K7MSFTP4M,Tampax Reg,,,$6.49,Fixed,,$0.00,073010004542,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
VWW47T4NT615T,Trim Toenail Clipper,,,$2.75,Fixed,,$0.00,071603410008,,,No,No,No,,,Beauty & Cleaning Stuff,Tax And Fees,,
9D8FX1V8WV6S4,Angry Orchad Green,,,$9.99,Fixed,,$0.00,087692001492,,,No,No,No,,,Beer,Tax And Fees,,
00NA4M9051RVC,Bs,,,$20.89,Fixed,,$0.00,018200202780,,,No,No,No,,,Beer,Tax And Fees,,
0Q8TVHESGQD42,Bud Ice,,,$2.29,Fixed,,$0.00,01824528,,,No,No,No,,,Beer,Tax And Fees,,
FFNWSCKACDBKM,Bud Light Seltzer,,,$3.39,Fixed,,$0.00,018200260803,,,No,No,No,,,Beer,Tax And Fees,,
6QKDP2889BKHE,Budlight 6 Pack,,,$9.59,Fixed,,$0.00,12445678345,,,No,No,No,,,Beer,Tax And Fees,,
0G1R1BBFPVAVR,Budlight Seltzer 25fl Oz,,,$3.39,Fixed,,$0.00,018200260612,,,No,No,No,,,Beer,Tax And Fees,,
FS3H0MJXBJA78,Cacti Lime Sel,,,$3.99,Fixed,,$0.00,018200261930,,,No,No,No,,,Beer,Tax And Fees,,
0S3J9REFE1NGY,Cacti Pineapple,,,$3.99,Fixed,,$0.00,018200261947,,,No,No,No,,,Beer,Tax And Fees,,
JG933YQESBKE6,Corona,,,$3.59,Fixed,,$0.00,033544000250,,,No,No,No,,,Beer,Tax And Fees,,
J0X4ZSFH6YQTM,Corona Premier 6 Pack,,,$11.89,Fixed,,$0.00,033544950418,,,No,No,No,,,Beer,Tax And Fees,,
6V0B3ZTFX44G2,Hurricane 2 For 2.50,,,$2.50,Fixed,,$0.00,018200250125,,,No,No,No,,,Beer,Tax And Fees,,
1YKJXMJNS070P,Mango Estra24,,,$2.99,Fixed,,$0.00,018200259463,,,No,No,No,,,Beer,Tax And Fees,,
GYKKTXKJC8W7W,Montejo 12 Pack,,,$15.99,Fixed,,$0.00,018200965302,,,No,No,No,,,Beer,Tax And Fees,,
5KWHP1FP52DZR,Montejo 12 Pack Bottle,,,$15.99,Fixed,,$0.00,018200239991,,,No,No,No,,,Beer,Tax And Fees,,
FVTYM9FWJGTG0,New Castle Six Pack,,,$10.99,Fixed,,$0.00,088345100050,,,No,No,No,,,Beer,Tax And Fees,,
MVYX0V290A5MT,O'Doul's 6 Pack,,,$9.99,Fixed,,$0.00,018200007842,,,No,No,No,,,Beer,Tax And Fees,,
09ZB1ZBMZ5M6R,Pabit,,,$2.49,Fixed,,$0.00,02200419,,,No,No,No,,,Beer,Tax And Fees,,
DXJA3NX070Q7J,Pabs 12 Pack,,,$13.49,Fixed,,$0.00,022100001701,,,No,No,No,,,Beer,Tax And Fees,,
7ZN9YFXQPBJFA,Pacifico 24 Bottle,,,$35.99,Fixed,,$0.00,080660953083,,,No,No,No,,,Beer,Tax And Fees,,
81P3H8TMSC5V4,Pale Ale Bottle,,,$3.99,Fixed,,$0.00,083783675054,,,No,No,No,,,Beer,Tax And Fees,,
W3CGRDAGQ3HEY,Rr,,,$6.99,Fixed,,$0.00,071439344508,,,No,No,No,,,Beer,Tax And Fees,,
CPHJ8SAC8DTNY,Sie,,,$10.99,Fixed,,$0.00,083783228533,,,No,No,No,,,Beer,Tax And Fees,,
MP435FS1Y0WZJ,Sparkling Ice Spiked Hard Seltzer,,,$19.99,Fixed,,$0.00,016571955533,,,No,No,No,,,Beer,Tax And Fees,,
8AV43RDMY1QTC,Tecate Alta 12 Pack Can,,,$14.99,Fixed,,$0.00,089826900381,,,No,No,No,,,Beer,Tax And Fees,,
S7QKJW5CRC34M,Truely,,,$2.99,Fixed,,$0.00,087692004233,,,No,No,No,,,Beer,Tax And Fees,,
4Q45KJEZHWYW8,Truly Black Cherry 6 Pack,,,$11.99,Fixed,,$0.00,087692008033,,,No,No,No,,,Beer,Tax And Fees,,
7Y2Q3P46MQ49E,Truly Strawberry Lemonade 6 Pack,,,$11.99,Fixed,,$0.00,087692011699,,,No,No,No,,,Beer,Tax And Fees,,
227ZEH8APW544,Tvs 12 Oz Cans,,,$12.99,Fixed,,$0.00,087692014546,,,No,No,No,,,Beer,Tax And Fees,,
ZHGP238ZSKHCP,5 Honey Berry,,,$10.49,Fixed,,$0.00,071610301863,,,No,No,No,,,Cigarette,Tax And Fees,,
6CHQ507WEC38R,555.0,,,$12.49,Fixed,,$0.00,02805252,,,No,No,No,,,Cigarette,Tax And Fees,,
GCWZB9Q4F4N4E,99.0,,,$1.25,Fixed,,$0.00,078000020380,,,No,No,No,,,Cigarette,Tax And Fees,,
5Y717MR62K5B4,American Spirit Celadon,,,$12.75,Fixed,,$0.00,047995855215,,,No,No,No,,,Cigarette,Tax And Fees,,
SQ0TEQXME1C7J,American Spirit Green,,,$12.75,Fixed,,$0.00,047995855055,,,No,No,No,,,Cigarette,Tax And Fees,,
EENY1V0XG7TB8,Backwoods 5 Packs,,,$9.49,Fixed,,$0.00,071610302266,,,No,No,No,,,Cigarette,Tax And Fees,,
SFHZBYWBE4G2M,Backwoods Banana 5 Pack,,,$10.49,Fixed,,$0.00,071610203099,,,No,No,No,,,Cigarette,Tax And Fees,,
VGH9W735HHZGG,Backwoods Berry,,,$2.29,Fixed,,$0.00,071610302037,,,No,No,No,,,Cigarette,Tax And Fees,,
F3R3DGCQZ68D8,Ben Men 100,,,$11.99,Fixed,,$0.00,02872825,,,No,No,No,,,Cigarette,Tax And Fees,,
KB8HJNT34RKAW,Ben Menthol 100,,,$12.39,Fixed,,$0.00,02872223,,,No,No,No,,,Cigarette,Tax And Fees,,
3A5ZEANASB9TC,Bic,,,$3.99,Fixed,,$0.00,070330660311,,,No,No,No,,,Cigarette,Tax And Fees,,
SDTV5FDG95SRG,Black And Mild,,,$8.29,Fixed,,$0.00,070137005292,,,No,No,No,,,Cigarette,Tax And Fees,,
9A0HPACBZ9PPP,Black Mild,,,$1.19,Fixed,,$0.00,070137114871,,,No,No,No,,,Cigarette,Tax And Fees,,
GKDZ9SEYYAFYY,Blink Torch,,,$4.99,Fixed,,$0.00,018505141159,,,No,No,No,,,Cigarette,Tax And Fees,,
33VGFHBJ29PP4,Camel,,,$10.55,Fixed,,$0.00,012300197410,,,No,No,No,,,Cigarette,Tax And Fees,,
6KNBKXV55TGN6,Camel Blue Wides,,,$10.55,Fixed,,$0.00,012300708999,,,No,No,No,,,Cigarette,Tax And Fees,,
W14H46RMPJ0W0,Camel Crush Rich,,,$10.55,Fixed,,$0.00,012300108744,,,No,No,No,,,Cigarette,Tax And Fees,,
5GJJK2HWKCJ92,Camel Crush Smooth,,,$10.55,Fixed,,$0.00,012300119801,,,No,No,No,,,Cigarette,Tax And Fees,,
QPM1M7S2MCA4P,Camel Filter Wides,,,$10.55,Fixed,,$0.00,012300707992,,,No,No,No,,,Cigarette,Tax And Fees,,
TBQRMPFGQSC3A,Camel Snus Frost,,,$7.99,Fixed,,$0.00,01237033,,,No,No,No,,,Cigarette,Tax And Fees,,
6ZKPA5P7Y0NQ0,Camel Snus Winterchill,,,$7.99,Fixed,,$0.00,01236830,,,No,No,No,,,Cigarette,Tax And Fees,,
6ZV3QPGJG8GPE,Camel Snuz Mellow,,,$7.99,Fixed,,$0.00,01232339,,,No,No,No,,,Cigarette,Tax And Fees,,
6JQ8BX3NQVKAC,Camel Turkish Blend Non-filter,,,$12.99,Fixed,,$0.00,01230137,,,No,No,No,,,Cigarette,Tax And Fees,,
S0E2KEAFJZH6G,Camel Turkish Gold,,,$10.55,Fixed,,$0.00,012300265706,,,No,No,No,,,Cigarette,Tax And Fees,,
9V3VRP3B7QDFW,Camel Turkish Royal,,,$10.55,Fixed,,$0.00,012300302883,,,No,No,No,,,Cigarette,Tax And Fees,,
Z6TN91G3718SP,Camel Turkish Silver,,,$10.55,Fixed,,$0.00,012300327909,,,No,No,No,,,Cigarette,Tax And Fees,,
6D4KX7WGD6ENW,Capri Menthol 120,,,$12.99,Fixed,,$0.00,02721727,,,No,No,No,,,Cigarette,Tax And Fees,,
K4RA7SCQR3MXY,Copenhagen Mint Pouches,,,$8.49,Fixed,,$0.00,07303913,,,No,No,No,,,Cigarette,Tax And Fees,,
98THAFQPFKNCY,Dunhill Finecut,,,$13.99,Fixed,,$0.00,027200599219,,,No,No,No,,,Cigarette,Tax And Fees,,
EWF7T7RZVE4MC,Dunhill Red,,,$13.99,Fixed,,$0.00,027200356843,,,No,No,No,,,Cigarette,Tax And Fees,,
9HFJJAHTRHZ3E,Dutch,,,$1.99,Fixed,,$0.00,071610496484,,,No,No,No,,,Cigarette,Tax And Fees,,
DWZ28D7H0PP34,Fortuna,,,$9.17,Fixed,,$0.00,09068930,,,No,No,No,,,Cigarette,Tax And Fees,,
TWSWY92G2V6QC,Fortuna Menthol,,,$9.17,Fixed,,$0.00,09064332,,,No,No,No,,,Cigarette,Tax And Fees,,
0QPQBZF8E52HG,Game,,,$2.50,Fixed,,$0.00,031700050262,,,No,No,No,,,Cigarette,Tax And Fees,,
3ZZ16G7SJSSRM,Grape,,,$1.29,Fixed,,$0.00,025900129552,,,No,No,No,,,Cigarette,Tax And Fees,,
4CDKMD8ENAWB8,Grizzly Dark Long cut Wintergreen,,,$7.99,Fixed,,$0.00,042100011227,,,No,No,No,,,Cigarette,Tax And Fees,,
7HQ8N5Z4FR1GP,Grizzly Snuff,,,$8.49,Fixed,,$0.00,04255213,,,No,No,No,,,Cigarette,Tax And Fees,,
XWS59BTZDAR5E,Grizzly Wintergreen Longcut,,,$8.49,Fixed,,$0.00,04287115,,,No,No,No,,,Cigarette,Tax And Fees,,
KH6MVC1YPK9QE,Grizzly Wintergreen Pouches,,,$7.99,Fixed,,$0.00,04254311,,,No,No,No,,,Cigarette,Tax And Fees,,
9FQV4KTTJHAAP,Hd,,,$1.99,Fixed,,$0.00,071610496125,,,No,No,No,,,Cigarette,Tax And Fees,,
WP9XBYRPFEF1E,Honey 5 Pack,,,$10.49,Fixed,,$0.00,071610301832,,,No,No,No,,,Cigarette,Tax And Fees,,
R6ZC4X7DCK826,Jazz,,,$1.19,Fixed,,$0.00,070137114895,,,No,No,No,,,Cigarette,Tax And Fees,,
T17N5QS4F4K0Y,Job Cone King Size,,,$3.49,Fixed,,$0.00,077170119993,,,No,No,No,,,Cigarette,Tax And Fees,,
08FG2TC737DEE,Kodiak Pouches,,,$7.99,Fixed,,$0.00,04296414,,,No,No,No,,,Cigarette,Tax And Fees,,
96A4NT8KJMVS4,L N M,,,$8.99,Fixed,,$0.00,028200310026,,,No,No,No,,,Cigarette,Tax And Fees,,
R1KY3GEMPKFVR,L&m Menthol 100,,,$9.99,Fixed,,$0.00,028200310422,,,No,No,No,,,Cigarette,Tax And Fees,,
GVBCX06KGX6BC,Lighty,,,$3.99,Fixed,,$0.00,018505141128,,,No,No,No,,,Cigarette,Tax And Fees,,
RAEVPZFT9H5XT,Lm,,,$9.99,Fixed,,$0.00,028200310224,,,No,No,No,,,Cigarette,Tax And Fees,,
R8VXWZHGNYVGG,Lucky Strike,,,$12.99,Fixed,,$0.00,04331237,,,No,No,No,,,Cigarette,Tax And Fees,,
8RT9F0KVXE2BM,Mab Black,,,$11.85,Fixed,,$0.00,02895321,,,No,No,No,,,Cigarette,Tax And Fees,,
7TTVZ4BEF1JDA,Marbolo,,,$10.09,Fixed,,$0.00,02837822,,,No,No,No,,,Cigarette,Tax And Fees,,
5E4039VABZV9E,Marbolo Menthol Green Blend,,,$9.31,Fixed,,$0.00,02836124,,,No,No,No,,,Cigarette,Tax And Fees,,
TD4VJRHY6D74R,Marbolo Menthol100,,,$10.09,Fixed,,$0.00,02836425,,,No,No,No,,,Cigarette,Tax And Fees,,
8MYHQ0XK241ZJ,Marlboro 100 Menthol Gold,,,$9.31,Fixed,,$0.00,02847120,,,No,No,No,,,Cigarette,Tax And Fees,,
59HXPJTS6EEJ0,Marlboro 100's,,,$11.00,Fixed,,$0.00,,,,No,No,No,,,Cigarette,Tax And Fees,,
4BX15T1KT8YP8,Marlboro 72 Menthol,,,$10.09,Fixed,,$0.00,02896223,,,No,No,No,,,Cigarette,Tax And Fees,,
ZBYV76G25QQ1A,Marlboro 72 Menthols,,,$10.09,Fixed,,$0.00,02893527,,,No,No,No,,,Cigarette,Tax And Fees,,
FS3XDR893GZZG,Marlboro Menthol Blk,,,$10.09,Fixed,,$0.00,02895428,,,No,No,No,,,Cigarette,Tax And Fees,,
HTPX127AH6ES2,Marlboro Menthol Gold,,,$9.31,Fixed,,$0.00,02840127,,,No,No,No,,,Cigarette,Tax And Fees,,
9K1PCGNQ0JC5Y,Marlboro Menthol Silver,,,$10.09,Fixed,,$0.00,02848129,,,No,No,No,,,Cigarette,Tax And Fees,,
KB85JK06292H2,Marlboro Menthol Smooth,,,$10.09,Fixed,,$0.00,02832322,,,No,No,No,,,Cigarette,Tax And Fees,,
5G48K7K51CFYR,Mk,,,$1.00,Fixed,,$0.00,018505133390,,,No,No,No,,,Cigarette,Tax And Fees,,
1WNWSX0H7CZR8,Morbolo Soft Packs,,,$9.49,Fixed,,$0.00,02843726,,,No,No,No,,,Cigarette,Tax And Fees,,
YN8HF1KHCJMT4,Newoport 100,,,$10.99,Fixed,,$0.00,02657318,,,No,No,No,,,Cigarette,Tax And Fees,,
P5H0TJ1N1N748,Newport Shot,,,$10.99,Fixed,,$0.00,02657512,,,No,No,No,,,Cigarette,Tax And Fees,,
5W7XA2XJG97E8,Newpot,,,$10.99,Fixed,,$0.00,02665618,,,No,No,No,,,Cigarette,Tax And Fees,,
CYPRSN11C7SDJ,Nxt,,,$10.09,Fixed,,$0.00,028200317728,,,No,No,No,,,Cigarette,Tax And Fees,,
CCW69FHMB49YC,Pall Mal,,,$9.99,Fixed,,$0.00,02786724,,,No,No,No,,,Cigarette,Tax And Fees,,
X3C8AZ6SP88H4,Pall Mall Blue,,,$9.49,Fixed,,$0.00,02785424,,,No,No,No,,,Cigarette,Tax And Fees,,
GQQ1YNA8W8S0W,Pall Mall Blue 100,,,$9.99,Fixed,,$0.00,02786229,,,No,No,No,,,Cigarette,Tax And Fees,,
FDS0CWGSEB9M4,Russian 5 Pack Backwood,,,$10.49,Fixed,,$0.00,071610302792,,,No,No,No,,,Cigarette,Tax And Fees,,
C6JF6A55HFVQ4,S,,,$4.00,Fixed,,$0.00,018200261886,,,No,No,No,,,Cigarette,Tax And Fees,,
SEGPWYS6X3KW8,Skoal Classic Mint,,,$7.99,Fixed,,$0.00,07345715,,,No,No,No,,,Cigarette,Tax And Fees,,
SATT0XP9HHENY,Skoal Wintergreen,,,$8.49,Fixed,,$0.00,07314812,,,No,No,No,,,Cigarette,Tax And Fees,,
CYRMC4WWCXF64,Ss,,,$1.49,Fixed,,$0.00,025900204310,,,No,No,No,,,Cigarette,Tax And Fees,,
M7KWMD7R2RZCP,Stout 5 Pack Backwoods,,,$10.49,Fixed,,$0.00,071610302723,,,No,No,No,,,Cigarette,Tax And Fees,,
F31G0BTVWEWM8,Stove Fuel Butane,,,$3.99,Fixed,,$0.00,065626860209,,,No,No,No,,,Cigarette,Tax And Fees,,
J2CSBG6RT3VVG,Top,,,$6.39,Fixed,,$0.00,077170465373,,,No,No,No,,,Cigarette,Tax And Fees,,
TE87TAD2XXHBE,Virginia Slims Menthol,,,$11.99,Fixed,,$0.00,02877422,,,No,No,No,,,Cigarette,Tax And Fees,,
A7NJ2Z3T9Y5B8,Zig Zacc,,,$2.29,Fixed,,$0.00,00866440,,,No,No,No,,,Cigarette,Tax And Fees,,
XE30Y8FA3CQ5G,3 Mus,,,$1.50,Fixed,,$0.00,040000422082,,,No,No,No,,,Default,Tax And Fees,,
F4RW972MCA0D0,3musk,,,$2.49,Fixed,,$0.00,04060309,,,No,No,No,,,Default,Tax And Fees,,
338PZR5MQ00W0,6 Jpb,,,$6.99,Fixed,,$0.00,080893010416,,,No,No,No,,,Default,Tax And Fees,,
RYPKHZ703HRGE,Air,,,$2.99,Fixed,,$0.00,062338057620,,,No,No,No,,,Default,Tax And Fees,,
2863026903W3M,Airheads,,,$0.89,Fixed,,$0.00,073390002206,,,No,No,No,,,Grocery,Tax And Fees,,
,,,,,,,,,,,,,,,,Default,,,
31TERTD0H3P0W,Ajax,,,$3.29,Fixed,,$0.00,090478216225,,,No,No,No,,,Default,Tax And Fees,,
9PFVT5FGF371Y,Aloe,,,$3.99,Fixed,,$0.00,022652192155,,,No,No,No,,,Default,Tax And Fees,,
BF9RD0ZAAEJGE,American Menthol,,,$11.99,Fixed,,$0.00,047995855222,,,No,No,No,,,Default,Tax And Fees,,
7TBQW4XAJEEHP,Angry Orchard,,,$11.99,Fixed,,$0.00,087692011996,,,No,No,No,,,Liquor,Tax And Fees,,
,,,,,,,,,,,,,,,,Default,,,
EZ9SES0GRFSE8,Asai,,,$3.29,Fixed,,$0.00,038766302304,,,No,No,No,,,Default,Tax And Fees,,
GPTM3BS4XVHC0,Avion 44 Anejo,,,$179.00,Fixed,,$0.00,080432108512,,,No,No,No,,,Default,Tax And Fees,,
8HNW5GJA4A33J,Avion Cristalino,,,$179.00,Fixed,,$0.00,080432117415,,,No,No,No,,,Default,Tax And Fees,,
GCJ60KMAJSBXG,Aw,,,$1.25,Fixed,,$0.00,07818707,,,No,No,No,,,Default,Tax And Fees,,
NRMYK8M836JVT,B N Mild Wine,,,$1.84,Fixed,,$0.00,070137105299,,,No,No,No,,,Default,Tax And Fees,,
M48VMVC3MWWMP,Ba,,,$1.99,Fixed,,$0.00,041570143582,,,No,No,No,,,Default,Tax And Fees,,
TCBWSXHAF6Q8C,Ban,,,$1.00,Fixed,,$0.00,0100717524111128,,,No,No,No,,,Default,Tax And Fees,,
H0EEXP4J2B8JR,Barefoot,,,$7.99,Fixed,,$0.00,085000029923,,,No,No,No,,,Default,Tax And Fees,,
ACV2QZJ8SEC6J,Barefoot Fruits,,,$7.99,Fixed,,$0.00,085000032176,,,No,No,No,,,Default,Tax And Fees,,
JNMQWQV0Z511C,Beef,,,$2.50,Fixed,,$0.00,017082889638,,,No,No,No,,,Default,Tax And Fees,,
BFC11QQGB45ZM,Bf,,,$6.99,Fixed,,$0.00,085000031926,,,No,No,No,,,Default,Tax And Fees,,
DBW5V9Y3Y19XA,Bh,,,$2.00,Fixed,,$0.00,070602769001,,,No,No,No,,,Default,Tax And Fees,,
W24APHHWD4782,Big,,,$1.99,Fixed,,$0.00,070330647770,,,No,No,No,,,Default,Tax And Fees,,
YB7GTGN7BJEA0,Big Az,,,$3.99,Fixed,,$0.00,071421117332,,,No,No,No,,,Default,Tax And Fees,,
G9WQXM8B5SPMG,Big Hunk,,,$1.49,Fixed,,$0.00,070602739004,,,No,No,No,,,Default,Tax And Fees,,
26ZST9X3SK0S0,Bj,,,$6.99,Fixed,,$0.00,017082885845,,,No,No,No,,,Default,Tax And Fees,,
1JCEGC638AR2T,Black And Mild Wine,,,$1.59,Fixed,,$0.00,070137105237,,,No,No,No,,,Default,Tax And Fees,,
02W9QR5ZZ35AA,Black Box,,,$21.99,Fixed,,$0.00,082100738397,,,No,No,No,,,Default,Tax And Fees,,
RJFY9Y655SHRP,Bluemoon Haze 12,,,$19.99,Fixed,,$0.00,071990095994,,,No,No,No,,,Default,Tax And Fees,,
WXZTQ1RRB694W,Bnm,,,$1.99,Fixed,,$0.00,071610202665,,,No,No,No,,,Default,Tax And Fees,,
VCCCSD8S51ZYA,Breyers,,,$8.50,Fixed,,$0.00,077567254269,,,No,No,No,,,Default,Tax And Fees,,
6R2WPF0A3K7EP,Brisk1,,,$1.99,Fixed,,$0.00,012000101908,,,No,No,No,,,Default,Tax And Fees,,
MSBPDM9N2M7W4,Bubbly,,,$1.89,Fixed,,$0.00,012000190896,,,No,No,No,,,Default,Tax And Fees,,
ZHQ44K4FK5T8R,Buble,,,$1.99,Fixed,,$0.00,012000190865,,,No,No,No,,,Default,Tax And Fees,,
CQXB13E6A42AY,Bubly,,,$1.89,Fixed,,$0.00,012000190889,,,No,No,No,,,Default,Tax And Fees,,
67VSEJBFKCT1C,Budweiser,,,$10.99,Fixed,,$0.00,018200007712,,,No,No,No,,,Default,Tax And Fees,,
ZSPV176M567YG,Bug,,,$6.50,Fixed,,$0.00,027200366026,,,No,No,No,,,Default,Tax And Fees,,
JV8X8APMQ973C,Bun,,,$2.50,Fixed,,$0.00,079373000375,,,No,No,No,,,Default,Tax And Fees,,
